Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,New_price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Age,Cost_Efficiency
5282,Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,First,14.0,2987.0,224.0,5.0,4.78 Lakh,14.41,4.78,False,False,False,14,1.0292857142857144
5283,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,13710,First,16.2,1199.0,74.0,5.0,4.78 Lakh,4.75,4.78,False,True,True,11,0.2932098765432099
5284,Toyota Fortuner 4x2 AT,Jaipur,2015,100000,First,12.55,2982.0,168.5,7.0,4.78 Lakh,19.0,4.78,False,False,False,10,1.5139442231075697
5285,Maruti Celerio VXI,Hyderabad,2017,17000,First,23.1,998.0,67.04,5.0,4.78 Lakh,4.9,4.78,False,True,True,8,0.21212121212121213
5286,BMW 3 Series 320d Corporate Edition,Chennai,2008,89000,Second,16.07,1995.0,181.0,4.0,4.78 Lakh,6.3,4.78,False,False,False,17,0.39203484754200374
5287,Honda City ZX VTEC,Jaipur,2006,100173,Second,16.9,1497.0,100.0,5.0,4.78 Lakh,2.4,4.78,False,True,True,19,0.14201183431952663
5288,Mitsubishi Cedia Sports,Pune,2009,97000,First,13.17,1999.0,114.0,5.0,4.78 Lakh,3.0,4.78,False,True,True,16,0.22779043280182232
5289,Renault Pulse Petrol RxL,Delhi,2016,40190,First,18.06,1198.0,74.93,5.0,4.78 Lakh,4.25,4.78,False,True,True,9,0.2353266888150609
5290,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,First,20.14,1498.0,88.0,5.0,10.15 Lakh,6.3,10.15,False,False,True,9,0.3128103277060576
5291,Maruti Baleno RS Petrol,Kochi,2018,43639,First,21.1,998.0,100.0,5.0,9.83 Lakh,8.15,9.83,False,True,True,7,0.3862559241706161
5292,Hyundai i10 Magna,Kochi,2012,37333,First,20.36,1197.0,78.9,5.0,4.78 Lakh,3.22,4.78,False,True,True,13,0.1581532416502947
5293,Hyundai i20 1.2 Spotz,Kochi,2018,48407,First,18.6,1197.0,81.83,5.0,4.78 Lakh,7.65,4.78,False,True,True,7,0.41129032258064513
5294,BMW Z4 2009-2013 35i,Delhi,2011,25000,First,10.37,2979.0,306.0,2.0,4.78 Lakh,30.0,4.78,False,True,False,14,2.8929604628736745
5295,Hyundai i10 Sportz 1.2,Pune,2010,72400,Second,20.36,1197.0,78.9,5.0,4.78 Lakh,2.3,4.78,False,True,True,15,0.11296660117878192
5296,Mini Cooper S Carbon Edition,Delhi,2012,18000,First,13.6,1598.0,181.0,4.0,4.78 Lakh,22.0,4.78,False,True,False,13,1.6176470588235294
5297,Honda Brio V MT,Pune,2012,65167,First,19.4,1198.0,86.8,5.0,4.78 Lakh,3.28,4.78,False,True,True,13,0.16907216494845362
5298,Maruti Ciaz ZXi Option,Kochi,2016,25418,First,20.73,1373.0,91.2,5.0,4.78 Lakh,7.09,4.78,False,True,True,9,0.34201640135069944
5299,Maruti Swift Dzire ZDi,Coimbatore,2013,38995,First,19.3,1248.0,73.9,5.0,4.78 Lakh,6.46,4.78,False,False,True,12,0.33471502590673574
5300,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,First,22.07,1199.0,73.9,5.0,4.78 Lakh,4.0,4.78,False,False,True,13,0.1812415043044857
5301,BMW X1 sDrive20d,Delhi,2011,72000,First,17.05,1995.0,184.0,5.0,4.78 Lakh,11.0,4.78,False,False,False,14,0.6451612903225806
5302,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2016,31075,Second,12.07,2967.0,241.4,7.0,4.78 Lakh,49.79,4.78,False,False,False,9,4.125103562551781
5303,Ford Figo 1.5D Trend MT,Kolkata,2015,4311,First,25.83,1498.0,99.0,5.0,4.78 Lakh,4.8,4.78,False,False,True,10,0.18583042973286876
5304,BMW 3 Series Luxury Line,Bangalore,2017,21000,First,21.76,1995.0,190.0,5.0,62.07 Lakh,35.0,62.07,False,False,False,8,1.6084558823529411
5305,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,54000,First,14.0,2987.0,224.0,5.0,4.78 Lakh,21.99,4.78,False,False,False,14,1.5707142857142855
5306,Maruti Wagon R LX BSIII,Mumbai,2007,50000,Second,17.3,1061.0,64.0,5.0,4.78 Lakh,1.1,4.78,False,True,True,18,0.06358381502890173
5307,Maruti Baleno Zeta 1.2,Delhi,2018,13000,First,21.4,1197.0,83.1,5.0,4.78 Lakh,6.6,4.78,False,True,True,7,0.308411214953271
5308,Maruti Dzire VXI,Pune,2013,74000,First,22.0,1197.0,81.8,5.0,7.67 Lakh,4.5,7.67,False,True,True,12,0.20454545454545456
5309,Chevrolet Aveo U-VA 1.2 LT,Pune,2009,75000,Second,14.7,1150.0,76.0,5.0,4.78 Lakh,1.0,4.78,False,True,True,16,0.06802721088435375
5310,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,First,20.14,1498.0,88.0,5.0,9.97 Lakh,6.9,9.97,False,False,True,8,0.3426017874875869
5311,Land Rover Freelander 2 TD4 SE,Hyderabad,2012,139000,First,0.0,2179.0,115.0,5.0,4.78 Lakh,16.75,4.78,False,False,False,13,
5312,Audi Q5 30 TDI quattro Premium,Mumbai,2015,52000,First,14.16,1968.0,174.3,5.0,4.78 Lakh,25.49,4.78,False,False,False,10,1.800141242937853
5313,Audi A6 35 TDI Matrix,Chennai,2015,20000,First,18.53,1968.0,187.74,5.0,67.67 Lakh,35.5,67.67,False,False,False,10,1.9158121964382082
5314,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,First,24.0,1186.0,73.97,5.0,8.18 Lakh,6.28,8.18,False,False,True,7,0.26166666666666666
5315,Mahindra Scorpio SLE BSIV,Delhi,2012,76777,Second,12.05,2179.0,120.0,8.0,4.78 Lakh,4.88,4.78,False,False,True,13,0.40497925311203314
5316,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,First,22.95,1248.0,74.0,5.0,7.43 Lakh,3.7,7.43,False,False,True,9,0.16122004357298475
5317,Hyundai EON Era Plus,Kochi,2015,43993,First,21.1,814.0,55.2,5.0,4.78 Lakh,3.45,4.78,False,True,True,10,0.16350710900473933
5318,Mahindra Scorpio S8 8 Seater,Kochi,2016,72118,First,15.4,2179.0,120.0,8.0,4.78 Lakh,10.23,4.78,False,False,True,9,0.6642857142857143
5319,Honda Accord 2001-2003 2.0 AT,Bangalore,2010,83000,Second,11.1,2354.0,142.0,5.0,4.78 Lakh,6.5,4.78,False,True,False,15,0.5855855855855856
5320,Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,First,16.2,1199.0,74.0,5.0,4.78 Lakh,6.15,4.78,False,True,True,9,0.37962962962962965
5321,Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,First,15.1,1196.0,73.0,7.0,4.71 Lakh,2.9,4.71,False,True,True,11,0.19205298013245034
5322,Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,30000,First,24.0,1120.0,70.0,5.0,4.78 Lakh,5.5,4.78,False,False,True,9,0.22916666666666666
5323,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2017,17000,First,10.91,3198.0,197.0,7.0,4.78 Lakh,31.0,4.78,False,False,False,8,2.841429880843263
5324,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,First,24.0,1186.0,73.97,5.0,8.18 Lakh,4.25,8.18,False,False,True,10,0.17708333333333334
5325,Maruti Swift VDI,Kochi,2016,65210,First,22.9,1248.0,74.0,5.0,4.78 Lakh,5.48,4.78,False,False,True,9,0.23930131004366817
5326,Hyundai i20 1.2 Asta Option,Bangalore,2016,19000,First,18.6,1197.0,81.83,5.0,4.78 Lakh,7.25,4.78,False,True,True,9,0.3897849462365591
5327,Maruti Swift Dzire VXi,Hyderabad,2012,50000,First,17.5,1298.0,85.8,5.0,4.78 Lakh,3.0,4.78,False,True,True,13,0.17142857142857143
5328,BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,First,22.69,1995.0,190.0,5.0,53.68 Lakh,29.5,53.68,False,False,False,10,1.3001322168356104
5329,Honda City ZX GXi,Mumbai,2007,75000,Second,17.7,1497.0,78.0,5.0,4.78 Lakh,1.49,4.78,False,True,True,18,0.08418079096045199
5330,Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,First,16.95,1197.0,78.9,5.0,4.78 Lakh,3.65,4.78,False,True,False,12,0.2153392330383481
5331,Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,First,23.0,1498.0,98.96,5.0,12.12 Lakh,10.9,12.12,False,False,True,7,0.4739130434782609
5332,Maruti Celerio ZXI MT,Bangalore,2015,48808,First,23.1,998.0,67.04,5.0,6.05 Lakh,4.3,6.05,False,True,True,10,0.18614718614718612
5333,Maruti Ertiga VDI,Pune,2012,63001,Second,20.77,1248.0,88.76,7.0,4.78 Lakh,6.11,4.78,False,False,True,13,0.29417428984111704
5334,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,First,12.8,2494.0,102.0,8.0,4.78 Lakh,15.5,4.78,False,False,True,10,1.2109375
5335,Honda City i VTEC SV,Mumbai,2016,34634,First,17.8,1497.0,117.3,5.0,4.78 Lakh,6.9,4.78,False,True,True,9,0.38764044943820225
5336,Maruti Swift Dzire VXI,Bangalore,2012,69242,First,19.1,1197.0,85.8,5.0,4.78 Lakh,4.69,4.78,False,True,True,13,0.24554973821989529
5337,Maruti Ritz LXi,Kochi,2011,33292,First,18.5,1197.0,85.8,5.0,4.78 Lakh,3.19,4.78,False,True,True,14,0.17243243243243242
5338,Hyundai i20 Sportz AT 1.4,Pune,2012,55000,Second,15.0,1396.0,98.6,5.0,4.78 Lakh,3.75,4.78,False,True,False,13,0.25
5339,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,First,17.19,1197.0,81.86,5.0,10.25 Lakh,8.6,10.25,False,True,True,6,0.5002908667830134
5340,Honda City 1.5 E MT,Chennai,2011,80000,Second,17.0,1497.0,118.0,5.0,4.78 Lakh,3.85,4.78,False,True,True,14,0.22647058823529412
5341,Porsche Cayenne S Diesel,Coimbatore,2016,65003,First,13.6,4134.0,382.0,5.0,4.78 Lakh,67.83,4.78,False,False,False,9,4.9875
5342,Honda Amaze VX i-VTEC,Coimbatore,2019,16573,First,17.8,1198.0,86.7,5.0,4.78 Lakh,9.31,4.78,False,True,True,6,0.5230337078651686
5343,Honda Civic 2006-2010 1.8 S AT,Pune,2008,152633,First,12.9,1799.0,130.0,5.0,4.78 Lakh,3.0,4.78,False,True,False,17,0.23255813953488372
5344,Hyundai i20 Magna 1.2,Bangalore,2015,53000,First,18.6,1197.0,81.83,5.0,4.78 Lakh,5.5,4.78,False,True,True,10,0.29569892473118276
5345,Hyundai Creta 1.6 CRDi SX,Hyderabad,2017,50129,First,19.67,1582.0,126.2,5.0,4.78 Lakh,13.3,4.78,False,False,True,8,0.6761565836298932
5346,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,2013,63716,First,15.73,1968.0,174.33,5.0,4.78 Lakh,23.0,4.78,False,False,False,12,1.4621741894469167
5347,Maruti Alto 800 2016-2019 LXI,Mumbai,2018,11000,First,24.7,796.0,47.3,5.0,4.78 Lakh,3.35,4.78,False,True,True,7,0.13562753036437247
5348,BMW X1 sDrive 20d Exclusive,Chennai,2012,115000,Third,15.06,1995.0,177.0,5.0,4.78 Lakh,10.0,4.78,False,False,False,13,0.6640106241699867
5349,Hyundai i10 Magna,Delhi,2013,63265,First,20.36,1197.0,78.9,5.0,4.78 Lakh,2.95,4.78,False,True,True,12,0.14489194499017682
5350,Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,First,21.66,1498.0,108.62,5.0,10.04 Lakh,6.75,10.04,False,False,True,9,0.31163434903047094
5351,Volkswagen Polo Petrol Highline 1.2L,Pune,2010,79000,Third,16.47,1198.0,73.9,5.0,4.78 Lakh,2.44,4.78,False,True,True,15,0.14814814814814817
5352,Maruti Ciaz VXi Plus,Mumbai,2015,41000,First,20.73,1373.0,91.1,5.0,4.78 Lakh,5.85,4.78,False,True,True,10,0.2821997105643994
5353,Volkswagen Polo GT TSI,Kochi,2015,26323,First,17.21,1197.0,103.5,5.0,10.83 Lakh,7.4,10.83,False,True,False,10,0.4299825682742591
5354,Hyundai Xcent 1.1 CRDi Base,Pune,2016,76000,First,24.4,1120.0,71.0,5.0,4.78 Lakh,3.8,4.78,False,False,True,9,0.1557377049180328
5355,Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,69972,First,13.5,1799.0,130.0,5.0,4.78 Lakh,3.8,4.78,False,True,True,17,0.28148148148148144
5356,Honda City ZX GXi,Kolkata,2008,69000,First,17.7,1497.0,78.0,5.0,4.78 Lakh,2.7,4.78,False,True,True,17,0.15254237288135594
5357,Mahindra Bolero ZLX,Jaipur,2016,65000,First,15.96,2523.0,62.1,7.0,11.15 Lakh,7.21,11.15,False,False,True,9,0.45175438596491224
5358,Honda City i VTEC V,Hyderabad,2016,29512,First,17.4,1497.0,117.3,5.0,4.78 Lakh,7.9,4.78,False,True,True,9,0.4540229885057472
5359,Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,First,25.4,1186.0,73.97,5.0,8.23 Lakh,4.2,8.23,False,False,True,8,0.16535433070866143
5360,Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,First,19.01,1461.0,108.45,5.0,4.78 Lakh,5.75,4.78,False,False,True,11,0.30247238295633877
5361,Maruti A-Star AT VXI,Hyderabad,2013,56500,First,16.98,998.0,66.1,5.0,4.78 Lakh,3.45,4.78,False,True,False,12,0.20318021201413428
5362,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,29063,First,17.11,1968.0,174.33,5.0,4.78 Lakh,25.75,4.78,False,False,False,11,1.5049678550555232
5363,Mahindra XUV500 W8 2WD,Coimbatore,2018,46811,First,16.0,2179.0,140.0,7.0,4.78 Lakh,16.59,4.78,False,False,True,7,1.036875
5364,Renault Pulse Petrol RxZ,Coimbatore,2014,31897,First,18.06,1198.0,74.96,5.0,4.78 Lakh,4.69,4.78,False,True,True,11,0.2596899224806202
5365,BMW 3 Series 320d,Mumbai,2009,52100,Second,13.2,1995.0,170.0,5.0,4.78 Lakh,7.5,4.78,False,False,False,16,0.5681818181818182
5366,Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,First,13.68,2393.0,147.8,7.0,19.37 Lakh,16.5,19.37,False,False,True,9,1.206140350877193
5367,Honda City 1.5 S MT,Kolkata,2009,31423,First,17.0,1497.0,118.0,5.0,4.78 Lakh,1.99,4.78,False,True,True,16,0.11705882352941177
5368,Maruti Swift VDI,Chennai,2014,75180,First,22.9,1248.0,74.0,5.0,4.78 Lakh,5.25,4.78,False,False,True,11,0.2292576419213974
5369,Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,Second,19.64,1461.0,108.45,5.0,4.78 Lakh,5.4,4.78,False,False,True,12,0.274949083503055
5370,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,15000,First,16.47,1198.0,74.0,5.0,4.78 Lakh,3.9,4.78,False,True,True,11,0.23679417122040075
5371,Hyundai i20 Active 1.2 S,Mumbai,2015,12000,First,17.19,1197.0,81.86,5.0,4.78 Lakh,5.8,4.78,False,True,True,10,0.3374054682955206
5372,BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,32000,First,18.12,1995.0,190.0,5.0,4.78 Lakh,30.5,4.78,False,False,False,11,1.683222958057395
5373,Maruti Swift Dzire LDI,Hyderabad,2017,44504,First,23.4,1248.0,74.0,5.0,4.78 Lakh,5.6,4.78,False,False,True,8,0.23931623931623933
5374,Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,2012,66000,First,0.0,2987.0,165.0,5.0,4.78 Lakh,23.0,4.78,False,False,False,13,
5375,Maruti Swift LDI,Jaipur,2015,39437,First,28.4,1248.0,74.0,5.0,7.01 Lakh,5.15,7.01,False,False,True,10,0.1813380281690141
5376,Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,36931,First,19.08,1582.0,126.2,5.0,4.78 Lakh,9.48,4.78,False,False,False,8,0.49685534591194974
5377,Tata Nano XTA,Bangalore,2016,17800,Second,21.9,624.0,37.48,4.0,4.78 Lakh,2.38,4.78,False,True,False,9,0.108675799086758
5378,Maruti Swift Dzire LXi,Hyderabad,2009,71346,First,17.5,1298.0,85.8,5.0,4.78 Lakh,3.8,4.78,False,True,True,16,0.21714285714285714
5379,Hyundai i20 Asta Option 1.2,Delhi,2015,45000,Second,18.6,1197.0,81.83,5.0,4.78 Lakh,5.5,4.78,False,True,True,10,0.29569892473118276
5380,Hyundai i20 1.2 Sportz,Hyderabad,2010,85155,First,17.0,1197.0,80.0,5.0,4.78 Lakh,3.55,4.78,False,True,True,15,0.20882352941176469
5381,Maruti Ciaz ZXi,Mumbai,2015,48823,First,20.73,1373.0,91.1,5.0,4.78 Lakh,6.35,4.78,False,True,True,10,0.306319343945972
5382,Land Rover Range Rover 2.2L Prestige,Delhi,2015,37000,First,12.7,2179.0,187.7,5.0,4.78 Lakh,36.0,4.78,False,False,False,10,2.834645669291339
5383,Tata Indigo LX BSII,Hyderabad,2005,92000,Second,16.1,1405.0,70.0,5.0,4.78 Lakh,1.1,4.78,False,False,True,20,0.06832298136645963
5384,Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,First,17.57,1193.0,88.7,5.0,7.63 Lakh,3.7,7.63,False,True,True,11,0.21058622652248152
5385,Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,24569,First,16.0,1997.0,140.0,7.0,4.78 Lakh,13.5,4.78,False,False,True,9,0.84375
5386,Honda Accord 2.4 AT,Mumbai,2008,95000,Third,11.7,2354.0,177.6,5.0,4.78 Lakh,2.85,4.78,False,True,False,17,0.2435897435897436
5387,Tata Nano Twist XT,Coimbatore,2015,25811,Second,25.4,624.0,37.5,4.0,4.78 Lakh,2.13,4.78,False,True,True,10,0.08385826771653543
5388,Hyundai Elantra CRDi S,Ahmedabad,2015,65000,First,22.7,1582.0,126.2,5.0,4.78 Lakh,7.75,4.78,False,False,True,10,0.34140969162995594
5389,Tata Indica V2 eLS,Chennai,2017,100400,First,25.0,1396.0,69.0,5.0,4.78 Lakh,2.85,4.78,False,False,True,8,0.114
5390,Honda Amaze S i-Dtech,Jaipur,2014,76414,First,25.8,1498.0,98.6,5.0,4.78 Lakh,4.95,4.78,False,False,True,11,0.19186046511627908
5391,Mahindra XUV500 W8 2WD,Kochi,2012,82103,First,15.1,2179.0,140.0,7.0,4.78 Lakh,6.2,4.78,False,False,True,13,0.41059602649006627
5392,BMW X3 xDrive 20d Expedition,Pune,2013,98000,First,18.56,1995.0,190.0,5.0,4.78 Lakh,17.5,4.78,False,False,False,12,0.9428879310344829
5393,Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,First,18.9,1197.0,81.86,5.0,6.8 Lakh,2.25,6.8,False,True,True,15,0.11904761904761905
5394,Maruti Baleno Zeta 1.2,Delhi,2017,10300,First,21.4,1197.0,83.1,5.0,4.78 Lakh,6.75,4.78,False,True,True,8,0.31542056074766356
5395,Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42024,First,19.08,1582.0,126.2,5.0,4.78 Lakh,9.73,4.78,False,False,False,9,0.5099580712788261
5396,Maruti Ertiga VDI,Kochi,2018,51236,First,25.47,1248.0,88.5,7.0,10.83 Lakh,8.49,10.83,False,False,True,7,0.33333333333333337
5397,Mini Cooper S Carbon Edition,Mumbai,2013,52000,First,13.6,1598.0,181.0,4.0,4.78 Lakh,25.0,4.78,False,True,False,12,1.8382352941176472
5398,Maruti Ritz ZDi,Coimbatore,2015,42894,First,23.2,1248.0,73.94,5.0,4.78 Lakh,5.59,4.78,False,False,True,10,0.24094827586206896
5399,Skoda Laura L n K 1.9 PD AT,Mumbai,2011,68000,First,15.6,1896.0,106.0,5.0,4.78 Lakh,4.8,4.78,False,False,False,14,0.3076923076923077
5400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,69000,First,22.7,1498.0,89.84,5.0,4.78 Lakh,5.45,4.78,False,False,True,11,0.24008810572687225
5401,Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,10000,First,18.6,1197.0,81.83,5.0,4.78 Lakh,6.5,4.78,False,True,True,8,0.3494623655913978
5402,Honda Brio E MT,Chennai,2015,16000,First,19.4,1198.0,86.8,5.0,4.78 Lakh,4.35,4.78,False,True,True,10,0.22422680412371135
5403,Honda Amaze S i-Dtech,Kolkata,2013,46992,First,25.8,1498.0,98.6,5.0,4.78 Lakh,3.75,4.78,False,False,True,12,0.14534883720930233
5404,BMW 5 Series 2003-2012 520d,Pune,2010,170000,Third,18.48,1995.0,177.0,5.0,4.78 Lakh,12.0,4.78,False,False,False,15,0.6493506493506493
5405,Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,58000,First,12.07,2967.0,241.4,7.0,4.78 Lakh,32.0,4.78,False,False,False,11,2.651201325600663
5406,Hyundai Grand i10 CRDi Magna,Jaipur,2015,50000,Second,24.0,1120.0,70.0,5.0,4.78 Lakh,4.0,4.78,False,False,True,10,0.16666666666666666
5407,Nissan Micra Diesel XV,Kolkata,2011,39010,First,23.08,1461.0,63.1,5.0,4.78 Lakh,2.6,4.78,False,False,True,14,0.11265164644714039
5408,Hyundai Grand i10 Sportz,Jaipur,2016,26946,First,18.9,1197.0,82.0,5.0,4.78 Lakh,4.45,4.78,False,True,True,9,0.23544973544973546
5409,Hyundai EON Era,Pune,2015,28700,First,21.1,814.0,55.2,5.0,4.78 Lakh,2.6,4.78,False,True,True,10,0.12322274881516587
5410,Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,First,11.74,1796.0,186.0,5.0,4.78 Lakh,16.0,4.78,False,True,False,14,1.362862010221465
5411,Land Rover Range Rover 2.2L Pure,Delhi,2014,38999,First,12.7,2179.0,187.7,5.0,4.78 Lakh,32.5,4.78,False,False,False,11,2.5590551181102366
5412,Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,First,11.18,2696.0,184.0,7.0,4.78 Lakh,13.85,4.78,False,False,False,9,1.2388193202146691
5413,Maruti Ciaz 1.4 Delta,Coimbatore,2018,7784,First,20.73,1373.0,91.1,5.0,4.78 Lakh,8.76,4.78,False,True,True,7,0.4225759768451519
5414,Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,45710,First,11.8,3498.0,272.0,7.0,4.78 Lakh,23.68,4.78,False,True,False,11,2.006779661016949
5415,Maruti Dzire AMT VXI,Chennai,2017,42000,First,22.0,1197.0,81.8,5.0,8.13 Lakh,5.5,8.13,False,True,False,8,0.25
5416,Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,75995,Second,11.49,4367.0,335.3,5.0,4.78 Lakh,65.81,4.78,False,False,False,12,5.727589208006963
5417,Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,First,19.01,1461.0,108.45,5.0,4.78 Lakh,4.99,4.78,False,False,True,12,0.262493424513414
5418,Hyundai Verna 1.6 SX,Chennai,2013,85350,Second,22.32,1582.0,126.32,5.0,4.78 Lakh,5.7,4.78,False,False,True,12,0.2553763440860215
5419,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,First,14.28,1798.0,138.03,5.0,25.27 Lakh,11.99,25.27,False,True,False,9,0.8396358543417367
5420,BMW 3 Series Sport,Mumbai,2016,19000,Second,21.76,1995.0,190.0,5.0,57.3 Lakh,29.99,57.3,False,False,False,9,1.3782169117647056
5421,Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,13900,First,18.88,1499.0,110.4,5.0,4.78 Lakh,9.5,4.78,False,True,True,7,0.503177966101695
5422,Maruti Swift VDI BSIV,Hyderabad,2014,108000,First,25.2,1248.0,74.0,5.0,4.78 Lakh,5.5,4.78,False,False,True,11,0.21825396825396826
5423,Hyundai Santa Fe 4x4 AT,Bangalore,2016,36000,First,11.72,2199.0,194.3,7.0,4.78 Lakh,23.0,4.78,False,False,False,9,1.962457337883959
5424,Tata Indica V2 DLS,Hyderabad,2013,62188,First,17.2,1396.0,53.5,5.0,4.78 Lakh,2.95,4.78,False,False,True,12,0.17151162790697677
5425,Hyundai Grand i10 CRDi Sportz,Kochi,2015,58397,First,24.0,1120.0,70.0,5.0,4.78 Lakh,4.9,4.78,False,False,True,10,0.2041666666666667
5427,Maruti Wagon R VXI AMT,Delhi,2016,30000,First,22.5,998.0,67.0,5.0,5.68 Lakh,4.25,5.68,False,True,False,9,0.18888888888888888
5428,Mahindra XUV500 W10 2WD,Kochi,2018,29907,First,16.0,2179.0,140.0,7.0,4.78 Lakh,16.36,4.78,False,False,True,7,1.0225
5429,Audi A4 2.0 TDI,Kolkata,2009,46000,First,16.55,1968.0,147.51,5.0,4.78 Lakh,9.95,4.78,False,False,False,16,0.6012084592145014
5430,Volkswagen Vento Diesel Highline,Bangalore,2012,65000,First,20.54,1598.0,103.6,5.0,4.78 Lakh,5.5,4.78,False,False,True,13,0.26777020447906524
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,First,24.3,1248.0,88.5,5.0,11.75 Lakh,8.25,11.75,False,False,True,9,0.3395061728395062
5432,Maruti Zen LX,Chennai,2002,99024,First,17.3,993.0,60.0,5.0,4.78 Lakh,0.95,4.78,False,True,True,23,0.054913294797687855
5433,Hyundai i10 Era,Kochi,2016,34952,First,19.81,1086.0,68.05,5.0,4.78 Lakh,4.01,4.78,False,True,True,9,0.20242301867743565
5434,Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,First,17.5,1199.0,88.7,5.0,9.36 Lakh,8.2,9.36,False,True,True,6,0.4685714285714285
5435,Honda City i DTEC VX,Chennai,2014,71000,Second,25.1,1498.0,98.6,5.0,4.78 Lakh,6.2,4.78,False,False,True,11,0.24701195219123506
5436,Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,First,11.5,2982.0,169.0,7.0,4.78 Lakh,16.75,4.78,False,False,False,13,1.4565217391304348
5437,Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,First,16.0,2179.0,140.0,7.0,4.78 Lakh,16.5,4.78,False,False,False,8,1.03125
5439,Ford Figo Diesel ZXI,Kolkata,2012,110438,First,20.0,1399.0,68.05,5.0,4.78 Lakh,3.5,4.78,False,False,True,13,0.175
5440,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Second,19.0,1199.0,88.7,5.0,4.78 Lakh,5.43,4.78,False,True,False,8,0.28578947368421054
5441,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,54650,First,10.91,3198.0,197.0,7.0,4.78 Lakh,30.35,4.78,False,False,False,8,2.781851512373969
5442,Nissan Sunny XL CVT,Hyderabad,2014,32000,First,17.97,1498.0,99.6,5.0,4.78 Lakh,7.99,4.78,False,True,False,11,0.444629938786867
5443,Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,First,18.7,1896.0,66.0,5.0,4.78 Lakh,3.59,4.78,False,False,True,14,0.19197860962566846
5444,Chevrolet Beat Diesel LT,Chennai,2012,82697,First,25.44,936.0,57.6,5.0,4.78 Lakh,1.9,4.78,False,False,True,13,0.07468553459119497
5445,Toyota Camry W2 (AT),Chennai,2009,135000,First,12.1,2362.0,164.7,5.0,4.78 Lakh,4.7,4.78,False,True,False,16,0.38842975206611574
5446,Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,First,19.01,1461.0,108.45,5.0,4.78 Lakh,7.25,4.78,False,False,True,13,0.38137822198842714
